Date,SPY Value
2018-09-01,3094.09
2018-10-01,2965.11
2018-11-01,2908.61
2018-12-01,2750.86
2019-01-01,2788.49
2019-02-01,2933.8
2019-03-01,2969.36
2019-04-01,3058.87
2019-05-01,3000.77
2019-05-31,2752.08
2019-06-01,3037.44
2019-07-01,3143.53
2019-08-01,3040.22
2019-09-01,3126.6
2019-10-01,3114.78
2019-11-01,3249.61
2019-12-01,3327.83
2019-12-31,3230.83
2020-01-01,3420.83
2020-01-31,3225.04
2020-02-01,3410.56
2020-02-28,2954.81
2020-03-01,2766.25
2020-03-31,2584.59
2020-04-01,2899.93
2020-04-30,2912.43
2020-05-01,3065.38
2020-06-01,3241.93
2020-06-30,3100.29
2020-07-01,3332.58
2020-07-31,3271.12
2020-08-01,3512.77
2020-08-31,3500.31
2020-09-01,3480.79
2020-09-30,3363.0
2020-10-01,3534.33
2020-11-01,3671.27
2020-11-30,3621.63
2020-12-01,3819.03
2020-12-31,3756.07
2021-01-01,3904.16
2021-02-01,3974.7
2021-03-01,3974.26
2021-03-31,3972.89
2021-04-01,4174.38
2021-04-30,4181.17
2021-05-01,4167.85
2021-06-01,4238.49
2021-06-30,4297.5
2021-07-01,4319.94
