Date,SPY Value
5/1/2013,1895.03
6/1/2013,1866.2
7/1/2013,1922.98
8/1/2013,1922.29
9/1/2013,1939.7
10/1/2013,1982.58
11/1/2013,2059.99
12/1/2013,2088.17
1/1/2014,2097.21
2/1/2014,2083.38
3/1/2014,2123
4/1/2014,2116.87
5/1/2014,2138.36
6/1/2014,2199.13
7/1/2014,2229.38
8/1/2014,2220.01
9/1/2014,2254.19
10/1/2014,2196.42
11/1/2014,2330.66
12/1/2014,2355.07
1/1/2015,2336.16
2/1/2015,2388.01
3/1/2015,2371.36
4/1/2015,2383.47
5/1/2015,2390.71
6/1/2015,2368.1
7/1/2015,2362.13
8/1/2015,2304.18
9/1/2015,2199.77
10/1/2015,2291.76
11/1/2015,2359.91
12/1/2015,2337.8
1/1/2016,2180
2/1/2016,2162.11
3/1/2016,2285.7
4/1/2016,2335.21
5/1/2016,2314.61
6/1/2016,2327.51
7/1/2016,2404.01
8/1/2016,2426.45
9/1/2016,2405.85
10/1/2016,2386.52
11/1/2016,2414.74
12/1/2016,2504.98
1/1/2017,2522.05
2/1/2017,2574.68
3/1/2017,2613.34
4/1/2017,2597.35
5/1/2017,2634.77
6/1/2017,2674.85
7/1/2017,2698.81
8/1/2017,2693.08
9/1/2017,2718.83
10/1/2017,2790.57
11/1/2017,2830.46
12/1/2017,2909.36
1/1/2018,3029.85
2/1/2018,2924.67
3/1/2018,2915.49
4/1/2018,2851.15
5/1/2018,2890.55
6/1/2018,2942.42
7/1/2018,2984.19
8/1/2018,3051.05
9/1/2018,3094.09
10/1/2018,2965.11
11/1/2018,2908.61
12/1/2018,2750.86
1/1/2019,2788.49
2/1/2019,2933.8
3/1/2019,2969.36
4/1/2019,3058.87
5/1/2019,3000.77
5/31/2019,2752.08
6/1/2019,3037.44
7/1/2019,3143.53
8/1/2019,3040.22
9/1/2019,3126.6
10/1/2019,3114.78
11/1/2019,3249.61
12/1/2019,3327.83
12/31/2019,3230.83
1/1/2020,3420.83
1/31/2020,3225.04
2/1/2020,3410.56
2/28/2020,2954.81
3/1/2020,2766.25
3/31/2020,2584.59
4/1/2020,2899.93
4/30/2020,2912.43
5/1/2020,3065.38
6/1/2020,3241.93
6/30/2020,3100.29
7/1/2020,3332.58
7/31/2020,3271.12
8/1/2020,3512.77
8/31/2020,3500.31
9/1/2020,3480.79
9/30/2020,3363
10/1/2020,3534.33
11/1/2020,3671.27
11/30/2020,3621.63
12/1/2020,3819.03
12/31/2020,3756.07
1/1/2021,3904.16
2/1/2021,3974.7
3/1/2021,3974.26
3/31/2021,3972.89
4/1/2021,4174.38
4/30/2021,4181.17
5/1/2021,4167.85
6/1/2021,4238.49
6/30/2021,4297.5
7/1/2021,4319.94
