Date,Open,High,Low,Close,d/d % change,,,
4/4/08,"12,618.29","12,738.30","12,489.40","12,609.42",-0.13%,,,
4/3/08,"12,546.48","12,734.97","12,455.04","12,626.03",0.16%,,,
4/2/08,"12,684.90","12,790.28","12,488.22","12,605.83",-0.38%,,,
4/1/08,"12,434.20","12,693.93","12,343.66","12,654.36",3.19%,,,
3/31/08,"12,187.34","12,384.84","12,095.18","12,262.89",0.38%,,,
3/28/08,"12,337.54","12,441.67","12,164.22","12,216.40",-0.70%,,,
3/27/08,"12,459.17","12,528.13","12,264.76","12,302.46",-0.97%,,,
3/26/08,"12,441.02","12,553.44","12,309.62","12,422.86",-0.88%,,,
3/25/08,"12,547.66","12,639.82","12,397.62","12,532.60",-0.13%,,,
3/24/08,"12,401.86","12,687.61","12,346.17","12,548.64",1.52%,,,
3/20/08,"12,150.30","12,434.34","12,024.68","12,361.32",2.16%,,,
3/19/08,"12,411.06","12,525.19","12,077.27","12,099.66",-2.36%,,,
3/18/08,"12,171.63","12,411.63","12,053.09","12,392.66",3.51%,,,
3/17/08,"11,734.13","12,119.69","11,650.44","11,972.25",0.18%,,,
3/14/08,"12,200.20","12,249.86","11,781.43","11,951.09",-1.60%,,,
3/13/08,"11,962.32","12,242.29","11,832.88","12,145.74",0.29%,,,
3/12/08,"12,199.23","12,360.58","12,037.79","12,110.24",-0.38%,,,
3/11/08,"12,011.82","12,205.98","11,819.36","12,156.81",3.55%,,,
3/10/08,"11,917.46","11,993.75","11,691.47","11,740.15",-1.29%,,,
3/7/08,"11,946.69","12,131.33","11,778.66","11,893.69",-1.22%,,,
3/6/08,"12,223.65","12,267.86","12,010.03","12,040.39",-1.75%,,,
3/5/08,"12,235.62","12,392.74","12,105.36","12,254.99",0.34%,,,
3/4/08,"12,155.75","12,291.22","11,991.06","12,213.80",-0.37%,,,
3/3/08,"12,232.44","12,344.71","12,101.29","12,258.90",-0.06%,,,
2/29/08,"12,452.98","12,517.62","12,210.30","12,266.39",-2.51%,,,
2/28/08,"12,603.10","12,713.99","12,463.32","12,582.18",-0.88%,,,
2/27/08,"12,602.86","12,815.59","12,527.64","12,694.28",0.07%,,,
2/26/08,"12,508.67","12,771.14","12,449.08","12,684.92",0.91%,,,
2/25/08,"12,383.38","12,612.47","12,292.03","12,570.22",1.53%,,,
2/22/08,"12,313.77","12,429.05","12,116.92","12,381.02",0.79%,,,
2/21/08,"12,454.94","12,545.79","12,225.36","12,284.30",-1.15%,,,
2/20/08,"12,247.10","12,489.29","12,159.42","12,427.26",0.73%,,,
2/19/08,"12,479.93","12,571.11","12,276.81","12,337.22",-0.09%,,,
2/15/08,"12,367.47","12,441.20","12,216.68","12,348.21",-0.23%,,,
2/14/08,"12,558.42","12,611.26","12,332.03","12,376.98",-1.40%,,,
2/13/08,"12,463.07","12,627.76","12,354.22","12,552.24",1.45%,,,
2/12/08,"12,296.51","12,524.12","12,207.90","12,373.41",1.09%,,,
2/11/08,"12,142.55","12,332.76","12,006.79","12,240.01",0.48%,,,
2/8/08,"12,203.76","12,330.97","12,058.01","12,182.13",-0.53%,,,
2/7/08,"12,155.47","12,366.99","12,045.00","12,247.00",0.38%,,,
2/6/08,"12,333.01","12,436.33","12,142.14","12,200.10",-0.53%,,,
2/5/08,"12,456.32","12,574.92","12,234.97","12,265.13",-2.93%,,,
2/4/08,"12,746.93","12,810.34","12,557.61","12,635.16",-0.85%,,,
2/1/08,"12,667.35","12,841.88","12,510.05","12,743.19",0.73%,,,
1/31/08,"12,284.32","12,734.74","12,197.09","12,650.36",1.67%,,,
1/30/08,"12,418.20","12,715.96","12,311.55","12,442.83",-0.30%,,,
1/29/08,"12,466.89","12,604.92","12,262.29","12,480.30",0.78%,,,
1/28/08,"12,225.54","12,423.81","12,061.42","12,383.89",1.45%,,,
1/25/08,"12,499.24","12,590.69","12,103.61","12,207.17",-1.38%,,,
1/24/08,"12,287.65","12,522.82","12,114.83","12,378.61",0.88%,,,
1/23/08,"11,733.83","12,339.10","11,530.12","12,270.17",2.50%,,,
1/22/08,"11,604.25","12,167.42","11,508.74","11,971.19",-1.06%,,,
1/18/08,"12,197.74","12,441.85","11,953.71","12,099.30",-0.49%,,,
1/17/08,"12,501.11","12,597.85","12,089.38","12,159.21",-2.46%,,,
1/16/08,"12,428.20","12,699.05","12,294.48","12,466.16",-0.28%,,,
1/15/08,"12,633.94","12,754.65","12,425.92","12,501.11",-2.17%,,,
1/14/08,"12,724.90","12,866.10","12,596.95","12,778.15",1.36%,,,
1/11/08,"12,723.68","12,863.34","12,495.91","12,606.30",-1.92%,,,
1/10/08,"12,652.72","12,966.74","12,555.74","12,853.09",0.92%,,,
1/9/08,"12,599.15","12,814.97","12,431.53","12,735.31",1.16%,,,
1/8/08,"12,874.80","12,998.11","12,511.03","12,589.07",-1.86%,,,
1/7/08,"12,842.28","12,984.95","12,640.44","12,827.49",0.21%,,,
1/4/08,"13,046.56","13,049.65","12,740.51","12,800.18",-1.96%,,,
1/3/08,"13,044.12","13,197.43","12,968.44","13,056.72",0.10%,,,
1/2/08,"13,261.82","13,338.23","12,969.42","13,043.96",-1.67%,,,
12/31/07,"13,364.16","13,423.91","13,197.35","13,264.82",-0.76%,,,
12/28/07,"13,361.23","13,494.30","13,272.14","13,365.87",0.05%,,,
12/27/07,"13,549.17","13,551.53","13,325.71","13,359.61",-1.42%,,,
12/26/07,"13,547.95","13,614.53","13,440.16","13,551.69",0.02%,,,
12/24/07,"13,450.73","13,606.97","13,432.20","13,549.33",0.73%,,,
12/21/07,"13,241.66","13,518.20","13,281.89","13,450.65",1.55%,,,
12/20/07,"13,206.46","13,354.00","13,112.98","13,245.64",0.29%,,,
12/19/07,"13,231.98","13,368.79","13,097.77","13,207.27",-0.19%,,,
12/18/07,"13,168.66","13,346.84","13,059.32","13,232.47",0.50%,,,
12/17/07,"13,339.20","13,378.38","13,111.92","13,167.20",-1.29%,,,
12/14/07,"13,515.11","13,557.54","13,284.66","13,339.85",-1.32%,,,
12/13/07,"13,473.98","13,586.73","13,281.00","13,517.96",0.33%,,,
12/12/07,"13,434.80","13,778.98","13,299.61","13,473.90",0.31%,,,
12/11/07,"13,726.87","13,850.92","13,374.89","13,432.77",-2.14%,,,
12/10/07,"13,623.55","13,807.02","13,582.50","13,727.03",0.74%,,,
12/7/07,"13,618.27","13,744.02","13,514.22","13,625.58",0.04%,,,
12/6/07,"13,445.85","13,652.49","13,362.37","13,619.89",1.30%,,,
12/5/07,"13,244.01","13,513.00","13,274.25","13,444.96",1.48%,,,
12/4/07,"13,311.24","13,395.21","13,139.56","13,248.73",-0.49%,,,
12/3/07,"13,368.22","13,490.24","13,207.60","13,314.57",-0.43%,,,
11/30/07,"13,314.25","13,570.31","13,225.32","13,371.72",0.45%,,,
11/29/07,"13,287.91","13,399.03","13,150.21","13,311.73",0.17%,,,
11/28/07,"12,958.04","13,353.51","12,986.33","13,289.45",2.55%,,,
11/27/07,"12,744.78","13,040.38","12,711.98","12,958.44",1.69%,,,
11/26/07,"12,979.99","13,104.44","12,707.26","12,743.44",-1.83%,,,
11/23/07,"12,796.07","13,028.84","12,803.67","12,980.88",1.42%,,,
11/21/07,"13,006.65","13,055.59","12,725.39","12,799.04",-1.62%,,,
11/20/07,"12,955.92","13,179.23","12,800.74","13,010.14",0.40%,,,
11/19/07,"12,958.44","13,195.48","12,871.14","12,958.44",-1.66%,,,
11/16/07,"13,109.48","13,293.44","12,987.22","13,176.79",0.51%,,,
11/15/07,"13,230.68","13,333.59","13,007.95","13,110.05",-0.91%,,,
11/14/07,"13,305.47","13,465.20","13,159.88","13,231.01",-0.57%,,,
11/13/07,"12,975.11","13,357.57","12,982.18","13,307.09",2.46%,,,
11/12/07,"13,039.16","13,238.73","12,910.40","12,987.55",-0.42%,,,
11/9/07,"13,261.17","13,321.81","12,920.65","13,042.74",-1.69%,,,
11/8/07,"13,299.70","13,463.66","13,001.93","13,266.29",-0.25%,,,
11/7/07,"13,646.72","13,629.08","13,269.46","13,300.02",-2.64%,,,
11/6/07,"13,542.34","13,716.55","13,460.73","13,660.94",0.87%,,,
11/5/07,"13,592.58","13,666.15","13,393.67","13,543.40",-0.38%,,,
11/2/07,"13,569.90","13,708.58","13,381.64","13,595.10",0.20%,,,
11/1/07,"13,924.16","13,875.87","13,522.75","13,567.87",-2.60%,,,
10/31/07,"13,792.06","13,990.65","13,711.59","13,930.01",1.00%,,,
10/30/07,"13,869.04","13,930.91","13,719.80","13,792.47",-0.56%,,,
10/29/07,"13,807.35","13,966.18","13,748.33","13,870.26",0.46%,,,
10/26/07,"13,675.66","13,885.95","13,622.01","13,806.70",0.99%,,,
10/25/07,"13,677.85","13,819.78","13,471.87","13,671.92",-0.02%,,,
10/24/07,"13,675.58","13,751.50","13,423.74","13,675.25",-0.01%,,,
10/23/07,"13,568.93","13,754.91","13,494.95","13,676.23",0.81%,,,
10/22/07,"13,521.62","13,636.80","13,337.90","13,566.97",0.33%,,,
10/19/07,"13,888.47","13,879.77","13,478.94","13,522.02",-2.64%,,,
10/18/07,"13,887.90","13,984.39","13,746.22","13,888.96",-0.03%,,,
10/17/07,"13,920.66","14,075.84","13,738.66","13,892.54",-0.15%,,,
10/16/07,"13,986.34","14,061.37","13,810.68","13,912.94",-0.51%,,,
10/15/07,"14,092.43","14,157.38","13,877.82","13,984.80",-0.77%,,,
10/12/07,"14,016.34","14,168.51","13,949.85","14,093.08",0.56%,,,
10/11/07,"14,079.10","14,279.96","13,917.82","14,015.12",-0.45%,,,
10/10/07,"14,165.02","14,225.66","13,963.26","14,078.69",-0.61%,,,
10/9/07,"14,043.73","14,198.83","13,980.90","14,164.53",0.86%,,,
10/8/07,"14,065.36","14,134.05","13,947.41","14,043.73",-0.16%,,,
10/5/07,"13,969.07","14,169.49","13,965.05","14,066.01",0.66%,,,
10/4/07,"13,967.89","14,074.54","13,894.98","13,974.31",0.04%,,,
10/3/07,"14,038.86","14,090.48","13,883.43","13,968.05",-0.56%,,,
10/2/07,"14,087.14","14,166.16","13,951.72","14,047.31",-0.29%,,,
10/1/07,"13,895.71","14,147.30","13,869.86","14,087.55",1.38%,,,
9/28/07,"13,912.94","13,994.64","13,802.96","13,895.63",-0.12%,,,
9/27/07,"13,879.53","13,991.63","13,811.17","13,912.94",0.25%,,,
9/26/07,"13,779.30","13,962.61","13,741.26","13,878.15",0.72%,,,
9/25/07,"13,757.84","13,847.10","13,629.16","13,778.65",0.14%,,,
9/24/07,"13,821.57","13,930.74","13,702.89","13,759.06",-0.44%,,,
9/21/07,"13,768.33","13,948.95","13,740.61","13,820.19",0.39%,,,
9/20/07,"13,813.52","13,887.81","13,741.01","13,766.70",-0.35%,,,
9/19/07,"13,740.61","13,936.68","13,689.80","13,815.56",0.55%,,,
9/18/07,"13,403.18","13,772.15","13,379.68","13,739.39",2.51%,,,
9/17/07,"13,441.95","13,514.71","13,306.69","13,403.42",-0.29%,,,
9/14/07,"13,421.39","13,507.55","13,273.68","13,442.52",0.13%,,,
9/13/07,"13,292.38","13,519.91","13,296.77","13,424.88",1.00%,,,
9/12/07,"13,298.31","13,408.62","13,195.40","13,291.65",-0.13%,,,
9/11/07,"13,129.40","13,369.77","13,124.68","13,308.39",1.38%,,,
9/10/07,"13,116.39","13,280.67","12,992.02","13,127.85",0.11%,,,
9/7/07,"13,360.74","13,312.05","13,059.16","13,113.38",-1.87%,,,
9/6/07,"13,306.44","13,464.79","13,217.11","13,363.35",0.44%,,,
9/5/07,"13,442.85","13,436.02","13,203.86","13,305.47",-1.07%,,,
9/4/07,"13,358.39","13,521.86","13,248.57","13,448.86",0.68%,,,
8/31/07,"13,240.84","13,472.35","13,252.06","13,357.74",0.90%,,,
8/30/07,"13,287.91","13,355.46","13,126.39","13,238.73",-0.38%,,,
8/29/07,"13,043.07","13,336.93","13,020.63","13,289.29",1.90%,,,
8/28/07,"13,318.43","13,319.61","13,024.29","13,041.85",-2.10%,,,
8/27/07,"13,377.16","13,438.46","13,248.32","13,322.13",-0.42%,,,
8/24/07,"13,231.78","13,402.20","13,174.27","13,378.87",1.08%,,,
8/23/07,"13,237.27","13,358.22","13,127.69","13,235.88",0.00%,,,
8/22/07,"13,088.26","13,304.33","13,075.34","13,236.13",1.11%,,,
8/21/07,"13,120.05","13,228.57","12,975.68","13,090.86",-0.23%,,,
8/20/07,"13,078.51","13,245.80","12,938.77","13,121.35",0.32%,,,
8/17/07,"12,848.05","13,289.70","12,847.24","13,079.08",1.82%,,,
8/16/07,"12,859.52","12,996.73","12,455.92","12,845.78",-0.12%,,,
8/15/07,"13,021.93","13,184.51","12,800.83","12,861.47",-1.29%,,,
8/14/07,"13,235.72","13,309.04","12,974.30","13,028.92",-1.57%,,,
8/13/07,"13,238.24","13,440.08","13,163.54","13,236.53",-0.02%,,,
8/10/07,"13,270.59","13,386.43","12,958.04","13,239.54",-0.23%,,,
8/9/07,"13,652.33","13,675.66","13,196.05","13,270.68",-2.83%,,,
8/8/07,"13,497.23","13,769.63","13,386.92","13,657.86",1.14%,,,
8/7/07,"13,467.72","13,635.09","13,282.38","13,504.30",0.26%,,,
8/6/07,"13,183.13","13,501.86","13,077.05","13,468.78",2.18%,,,
8/3/07,"13,462.25","13,539.50","13,156.79","13,181.91",-2.09%,,,
8/2/07,"13,357.82","13,547.47","13,272.79","13,463.33",0.76%,,,
8/1/07,"13,211.09","13,431.06","13,041.77","13,362.37",1.14%,,,
7/31/07,"13,360.66","13,579.41","13,182.15","13,211.99",-1.10%,,,
7/30/07,"13,266.21","13,445.12","13,143.87","13,358.31",0.70%,,,
7/27/07,"13,472.68","13,589.17","13,228.57","13,265.47",-1.54%,,,
7/26/07,"13,783.12","13,793.61","13,307.74","13,473.57",-2.26%,,,
7/25/07,"13,718.25","13,919.77","13,607.70","13,785.07",0.50%,,,
7/24/07,"13,940.90","13,967.65","13,661.51","13,716.95",-1.62%,,,
7/23/07,"13,851.73","14,039.59","13,819.54","13,943.42",0.67%,,,
7/20/07,"14,000.73","14,039.67","13,745.65","13,851.08",-1.07%,,,
7/19/07,"13,918.79","14,121.04","13,860.18","14,000.41",0.59%,,,
7/18/07,"13,955.05","14,020.89","13,768.73","13,918.22",-0.38%,,,
7/17/07,"13,951.96","14,095.60","13,880.67","13,971.55",0.15%,,,
7/16/07,"13,907.09","14,053.57","13,834.33","13,950.98",0.31%,,,
7/13/07,"13,859.86","13,982.93","13,784.83","13,907.25",0.33%,,,
7/12/07,"13,579.33","13,889.45","13,598.76","13,861.73",2.09%,,,
7/11/07,"13,500.40","13,638.75","13,435.45","13,577.87",0.56%,,,
7/10/07,"13,648.59","13,685.90","13,463.57","13,501.70",-1.09%,,,
7/9/07,"13,612.66","13,739.06","13,563.89","13,649.97",0.28%,,,
7/6/07,"13,559.01","13,670.46","13,501.54","13,611.68",0.34%,,,
7/5/07,"13,576.24","13,637.78","13,459.84","13,565.84",-0.08%,,,
7/3/07,"13,531.53","13,638.26","13,487.88","13,577.30",0.31%,,,
7/2/07,"13,409.60","13,586.97","13,406.59","13,535.43",0.95%,,,
6/29/07,"13,422.61","13,556.16","13,291.32","13,408.62",-0.10%,,,
6/28/07,"13,427.48","13,537.47","13,342.05","13,422.28",-0.04%,,,
6/27/07,"13,336.93","13,455.36","13,205.08","13,427.73",0.68%,,,
6/26/07,"13,352.37","13,491.70","13,272.79","13,337.66",-0.11%,,,
6/25/07,"13,360.09","13,519.34","13,273.68","13,352.05",-0.06%,,,
6/22/07,"13,545.03","13,564.13","13,323.51","13,360.26",-1.37%,,,
6/21/07,"13,486.66","13,596.56","13,368.79","13,545.84",0.42%,,,
6/20/07,"13,636.56","13,735.08","13,469.43","13,489.42",-1.07%,,,
6/19/07,"13,611.68","13,705.41","13,527.14","13,635.42",0.16%,,,
6/18/07,"13,639.00","13,720.29","13,560.15","13,612.98",-0.19%,,,
6/15/07,"13,556.65","13,741.18","13,566.89","13,639.48",0.63%,,,
6/14/07,"13,482.43","13,622.66","13,444.07","13,553.72",0.53%,,,
6/13/07,"13,287.62","13,502.76","13,288.07","13,482.35",1.41%,,,
6/12/07,"13,424.39","13,474.12","13,264.05","13,295.01",-0.97%,,,
6/11/07,"13,423.74","13,519.88","13,335.16","13,424.96",0.00%,,,
6/8/07,"13,267.14","13,445.19","13,207.73","13,424.39",1.19%,,,
6/7/07,"13,463.48","13,517.85","13,236.34","13,266.73",-1.48%,,,
6/6/07,"13,590.66","13,606.75","13,403.10","13,465.67",-0.95%,,,
6/5/07,"13,673.19","13,689.40","13,523.70","13,595.46",-0.59%,,,
6/4/07,"13,667.21","13,723.37","13,575.14","13,676.32",0.06%,,,
6/1/07,"13,628.69","13,756.69","13,562.54","13,668.11",0.30%,,,
5/31/07,"13,633.00","13,718.82","13,564.49","13,627.64",-0.04%,,,
5/30/07,"13,517.89","13,650.64","13,403.26","13,633.08",0.83%,,,
5/29/07,"13,507.28","13,603.26","13,428.86","13,521.34",0.10%,,,
5/25/07,"13,441.94","13,571.48","13,410.00","13,507.28",0.49%,,,
5/24/07,"13,522.60","13,645.52","13,391.56","13,441.13",-0.62%,,,
5/23/07,"13,540.84","13,648.69","13,476.72","13,525.65",-0.11%,,,
5/22/07,"13,544.99","13,632.03","13,466.57","13,539.95",-0.02%,,,
5/21/07,"13,556.53","13,636.98","13,473.31","13,542.88",-0.10%,,,
5/18/07,"13,476.40","13,611.95","13,454.46","13,556.53",0.59%,,,
5/17/07,"13,486.96","13,558.24","13,384.89","13,476.72",-0.08%,,,
5/16/07,"13,374.13","13,526.54","13,325.49","13,487.53",0.77%,,,
5/15/07,"13,346.05","13,518.33","13,302.65","13,383.84",0.28%,,,
5/14/07,"13,325.81","13,432.84","13,265.02","13,346.78",0.15%,,,
5/11/07,"13,212.20","13,373.35","13,192.62","13,326.22",0.84%,,,
5/10/07,"13,359.05","13,376.20","13,161.08","13,215.13",-1.11%,,,
5/9/07,"13,300.62","13,410.17","13,229.92","13,362.87",0.40%,,,
5/8/07,"13,309.40","13,359.05","13,192.45","13,309.07",-0.03%,,,
5/7/07,"13,264.13","13,385.06","13,218.87","13,312.97",0.36%,,,
5/4/07,"13,243.08","13,340.60","13,176.61","13,264.62",0.18%,,,
5/3/07,"13,206.65","13,306.55","13,131.42","13,241.38",0.22%,,,
5/2/07,"13,133.94","13,291.60","13,105.34","13,211.88",0.58%,,,
5/1/07,"13,062.75","13,188.96","12,993.02","13,136.14",0.56%,,,
4/30/07,"13,120.21","13,226.99","13,003.91","13,062.91",-0.44%,,,
4/27/07,"13,104.04","13,195.05","13,002.37","13,120.94",0.12%,,,
4/26/07,"13,088.84","13,197.49","13,016.43","13,105.50",0.12%,,,
4/25/07,"12,951.42","13,142.31","12,929.80","13,089.89",1.05%,,,
4/24/07,"12,919.64","13,033.66","12,845.12","12,953.94",0.27%,,,
4/23/07,"12,961.49","13,029.59","12,867.96","12,919.40",-0.33%,,,
4/20/07,"12,811.15","13,035.77","12,828.30","12,961.98",1.20%,,,
4/19/07,"12,799.77","12,889.17","12,677.47","12,808.63",0.04%,,,
4/18/07,"12,771.08","12,871.21","12,691.20","12,803.84",0.24%,,,
4/17/07,"12,719.56","12,773.04","12,773.04","12,773.04",0.41%,,,
4/16/07,"12,611.64","12,770.60","12,596.36","12,720.46",0.86%,,,
4/13/07,"12,551.91","12,654.47","12,504.04","12,612.13",0.47%,,,
4/12/07,"12,483.64","12,580.92","12,407.50","12,552.96",0.55%,,,
4/11/07,"12,573.12","12,618.63","12,432.53","12,484.62",-0.71%,,,
4/10/07,"12,568.49","12,641.87","12,496.48","12,573.85",0.04%,,,
4/9/07,"12,562.64","12,641.22","12,505.83","12,569.14",0.07%,,,
4/5/07,"12,523.22","12,600.34","12,465.36","12,560.20",0.24%,,,
4/4/07,"12,511.36","12,591.81","12,444.55","12,530.05",0.16%,,,
4/3/07,"12,379.05","12,559.47","12,396.53","12,510.30",1.03%,,,
4/2/07,"12,354.52","12,450.81","12,284.54","12,382.30",0.23%,,,
3/30/07,"12,348.91","12,442.40","12,237.87","12,354.35",0.05%,,,
3/29/07,"12,301.48","12,424.77","12,251.89","12,348.75",0.39%,,,
3/28/07,"12,396.49","12,415.56","12,234.50","12,300.36",-0.78%,,,
3/27/07,"12,468.59","12,484.54","12,336.89","12,397.29",-0.58%,,,
3/26/07,"12,480.37","12,526.27","12,339.53","12,469.07",-0.10%,,,
3/23/07,"12,460.50","12,550.07","12,396.89","12,481.01",0.16%,,,
3/22/07,"12,446.72","12,524.03","12,364.21","12,461.14",0.11%,,,
3/21/07,"12,288.98","12,489.02","12,220.49","12,447.52",1.30%,,,
3/20/07,"12,226.81","12,324.31","12,172.66","12,288.10",0.51%,,,
3/19/07,"12,110.41","12,273.52","12,122.59","12,226.17",0.96%,,,
3/16/07,"12,160.16","12,226.01","12,053.05","12,110.41",-0.41%,,,
3/15/07,"12,133.16","12,228.42","12,060.10","12,159.68",0.22%,,,
3/14/07,"12,074.52","12,187.88","11,926.79","12,133.40",0.48%,,,
3/13/07,"12,307.49","12,319.66","12,049.85","12,075.96",-1.97%,,,
3/12/07,"12,275.68","12,385.44","12,205.58","12,318.62",0.34%,,,
3/9/07,"12,262.06","12,379.51","12,200.62","12,276.32",0.13%,,,
3/8/07,"12,193.33","12,355.47","12,183.79","12,260.70",0.56%,,,
3/7/07,"12,204.46","12,315.18","12,122.11","12,192.45",-0.12%,,,
3/6/07,"12,051.17","12,252.61","12,060.58","12,207.59",1.30%,,,
3/5/07,"12,111.61","12,220.16","11,973.58","12,050.41",-0.53%,,,
3/2/07,"12,233.78","12,293.15","12,064.91","12,114.10",-0.98%,,,
3/1/07,"12,265.59","12,338.89","11,996.17","12,234.34",-0.28%,,,
2/28/07,"12,214.92","12,396.81","12,122.03","12,268.63",0.43%,,,
2/27/07,"12,628.90","12,587.72","12,078.85","12,216.24",-3.29%,,,
2/26/07,"12,647.88","12,746.34","12,562.72","12,632.26",-0.12%,,,
2/23/07,"12,679.89","12,726.79","12,578.51","12,647.48",-0.30%,,,
2/22/07,"12,735.77","12,792.97","12,621.93","12,686.02",-0.41%,,,
2/21/07,"12,782.87","12,813.88","12,662.79","12,738.41",-0.38%,,,
2/20/07,"12,766.85","12,845.76","12,675.04","12,786.64",0.15%,,,
2/16/07,"12,764.13","12,829.42","12,685.86","12,767.57",0.02%,,,
2/15/07,"12,741.70","12,828.38","12,681.85","12,765.01",0.18%,,,
2/14/07,"12,651.29","12,793.29","12,623.21","12,741.86",0.69%,,,
2/13/07,"12,549.19","12,702.36","12,551.51","12,654.85",0.81%,,,
2/12/07,"12,580.11","12,654.69","12,502.40","12,552.55",-0.22%,,,
2/9/07,"12,638.03","12,725.59","12,518.58","12,580.83",-0.45%,,,
2/8/07,"12,665.67","12,704.04","12,542.14","12,637.63",-0.23%,,,
2/7/07,"12,656.86","12,748.99","12,589.56","12,666.87",0.00%,,,
2/6/07,"12,661.66","12,738.41","12,586.44","12,666.31",0.04%,,,
2/5/07,"12,653.41","12,730.56","12,586.20","12,661.74",0.07%,,,
2/2/07,"12,673.84","12,740.65","12,582.99","12,653.49",-0.16%,,,
2/1/07,"12,617.20","12,741.30","12,563.85","12,673.68",0.41%,,,
1/31/07,"12,520.03","12,685.54","12,461.30","12,621.69",0.79%,,,
1/30/07,"12,492.23","12,597.01","12,414.52","12,523.31",0.26%,,,
1/29/07,"12,487.10","12,599.74","12,422.93","12,490.78",0.03%,,,
1/26/07,"12,503.28","12,582.67","12,391.44","12,487.02",-0.12%,,,
1/25/07,"12,621.77","12,670.48","12,461.54","12,502.56",-0.94%,,,
1/24/07,"12,534.37","12,659.42","12,489.98","12,621.77",0.70%,,,
1/23/07,"12,477.81","12,610.71","12,401.94","12,533.80",0.45%,,,
1/22/07,"12,566.33","12,619.04","12,389.68","12,477.16",-0.70%,,,
1/19/07,"12,567.93","12,649.89","12,462.50","12,565.53",-0.02%,,,
1/18/07,"12,575.06","12,674.16","12,487.90","12,567.93",-0.07%,,,
1/17/07,"12,571.46","12,666.71","12,496.55","12,577.15",-0.04%,,,
1/16/07,"12,555.84","12,638.27","12,489.90","12,582.59",0.21%,,,
1/12/07,"12,514.66","12,616.08","12,432.30","12,556.08",0.33%,,,
1/11/07,"12,442.96","12,586.12","12,413.72","12,514.98",0.59%,,,
1/10/07,"12,417.00","12,487.18","12,313.01","12,442.16",0.21%,,,
1/9/07,"12,424.77","12,516.66","12,337.85","12,416.60",-0.06%,,,
1/8/07,"12,392.01","12,489.50","12,298.59","12,423.49",0.21%,,,
1/5/07,"12,480.05","12,504.40","12,326.79","12,398.01",-0.66%,,,
1/4/07,"12,473.16","12,560.96","12,357.56","12,480.69",0.05%,,,
1/3/07,"12,459.54","12,630.34","12,373.82","12,474.52",0.09%,,,
12/29/06,"12,500.48","12,560.16","12,423.81","12,463.15",-0.31%,,,
12/28/06,"12,510.57","12,566.17","12,440.23","12,501.52",-0.07%,,,
12/27/06,"12,408.43","12,549.67","12,413.32","12,510.57",0.83%,,,
12/26/06,"12,341.94","12,439.19","12,301.40","12,407.63",0.52%,,,
12/22/06,"12,413.08","12,445.12","12,311.17","12,343.22",-0.63%,,,
12/21/06,"12,461.62","12,526.59","12,369.97","12,421.25",-0.34%,,,
12/20/06,"12,471.32","12,549.35","12,393.45","12,463.87",-0.06%,,,
12/19/06,"12,439.51","12,517.78","12,348.50","12,471.32",0.24%,,,
12/18/06,"12,446.24","12,545.74","12,372.30","12,441.27",-0.03%,,,
12/15/06,"12,417.96","12,536.37","12,377.35","12,445.52",0.23%,,,
12/14/06,"12,317.50","12,472.76","12,271.44","12,416.76",0.81%,,,
12/13/06,"12,312.71","12,411.55","12,263.19","12,317.50",0.02%,,,
12/12/06,"12,328.24","12,396.01","12,222.65","12,315.58",-0.10%,,,
12/11/06,"12,306.21","12,399.54","12,245.32","12,328.48",0.17%,,,
12/8/06,"12,278.41","12,376.46","12,197.97","12,307.49",0.24%,,,
12/7/06,"12,310.13","12,396.33","12,233.06","12,278.41",-0.25%,,,
12/6/06,"12,328.72","12,390.88","12,239.95","12,309.25",-0.18%,,,
12/5/06,"12,283.69","12,398.57","12,218.24","12,331.60",0.39%,,,
12/4/06,"12,195.57","12,349.87","12,149.27","12,283.85",0.74%,,,
12/1/06,"12,220.97","12,289.30","12,070.52","12,194.13",-0.23%,,,
11/30/06,"12,226.73","12,317.10","12,118.42","12,221.93",-0.04%,,,
11/29/06,"12,134.40","12,283.05","12,119.70","12,226.73",0.74%,,,
11/28/06,"12,118.94","12,191.72","12,030.62","12,136.45",0.12%,,,
11/27/06,"12,279.13","12,303.32","12,079.01","12,121.71",-1.29%,,,
11/24/06,"12,321.71","12,340.89","12,219.28","12,280.17",-0.38%,,,
11/22/06,"12,321.91","12,403.54","12,238.43","12,326.95",0.04%,,,
11/21/06,"12,312.13","12,409.31","12,233.94","12,321.59",0.04%,,,
11/20/06,"12,340.71","12,400.10","12,257.34","12,316.54",-0.21%,,,
11/17/06,"12,304.62","12,390.74","12,219.13","12,342.56",0.30%,,,
11/16/06,"12,250.05","12,375.37","12,204.00","12,305.82",0.44%,,,
11/15/06,"12,214.37","12,326.07","12,156.37","12,251.71",0.28%,,,
11/14/06,"12,132.44","12,261.15","12,051.68","12,218.01",0.71%,,,
11/13/06,"12,097.70","12,204.16","12,045.91","12,131.88",0.19%,,,
11/10/06,"12,102.74","12,173.10","12,025.74","12,108.43",0.04%,,,
11/9/06,"12,174.70","12,236.10","12,039.59","12,103.30",-0.60%,,,
11/8/06,"12,147.38","12,233.54","12,051.60","12,176.54",0.16%,,,
11/7/06,"12,104.75","12,239.94","12,065.20","12,156.77",0.42%,,,
11/6/06,"11,985.16","12,146.45","11,973.23","12,105.55",1.00%,,,
